Invoice_ID,Vendor_Name,Category,Department,Invoice_Date,Amount,Payment_status,Region
INV3955,Dell,Software,Operations,2025-02-06,39232,Pending,South
INV3956,Infosys,IT Hardware,HR,2025-07-06,43753,Paid,West
INV3957,Amazon,Office Supplies,Operations,2025-09-19,32572,Pending,South
INV3958,HP,Office Supplies,HR,2025-02-13,41745,Pending,East
INV3959,Wipro,IT Hardware,Marketing,2025-09-25,20577,Pending,West
INV3960,Amazon,IT Hardware,Operations,2026-01-05,41782,Pending,North
INV3961,Lenovo,IT Hardware,Marketing,2025-06-22,5036,Pending,West
INV3962,Wipro,Office Supplies,IT,2025-04-16,35909,Pending,South
INV3963,Microsoft,Software,Finance,2024-11-26,16832,Paid,South
INV3964,Dell,Software,HR,2024-04-15,43965,Pending,East
INV3965,HP,Office Supplies,IT,2025-03-30,15272,Paid,South
INV3966,Oracle,Office Supplies,HR,2025-07-17,36388,Paid,West
INV3967,Infosys,Software,Marketing,2025-02-06,37118,Pending,West
INV3968,HP,Office Supplies,HR,2025-06-11,43004,Paid,West
INV3969,Cisco,Office Supplies,IT,2024-10-14,20913,Pending,South
INV3970,Oracle,Software,Finance,2024-08-04,48720,Pending,South
INV3971,HP,Office Supplies,Operations,2025-09-09,39250,Pending,South
INV3972,HP,Logistics,HR,2025-06-02,14874,Pending,South
INV3973,Wipro,Office Supplies,Marketing,2024-09-14,45736,Pending,North
INV3974,Wipro,Software,IT,2025-06-03,45233,Pending,East
INV3975,Cisco,IT Hardware,HR,2025-02-23,15044,Paid,West
INV3976,HP,IT Hardware,Finance,2024-07-18,12690,Pending,South
INV3977,Wipro,Consulting,Marketing,2025-11-03,38048,Pending,West
INV3978,Cisco,Logistics,HR,2024-10-16,48992,Pending,East
INV3979,Cisco,Consulting,IT,2024-12-08,25882,Pending,West
INV3980,TCS,Consulting,HR,2024-06-13,25501,Pending,East
INV3981,TCS,Logistics,HR,2024-07-28,46924,Paid,East
INV3982,Infosys,Office Supplies,IT,2024-06-08,44761,Pending,North
INV3983,Oracle,IT Hardware,Marketing,2025-05-27,42867,Paid,North
INV3984,Wipro,IT Hardware,Marketing,2024-09-14,46140,Pending,East
INV3985,Oracle,Software,HR,2025-11-25,12640,Pending,North
INV3986,Microsoft,Software,Marketing,2024-07-23,20142,Pending,West
INV3987,Cisco,Consulting,Finance,2024-08-18,4894,Paid,West
INV3988,Dell,Office Supplies,Operations,2024-09-09,14580,Paid,South
INV3989,Microsoft,Logistics,Marketing,2025-04-30,38774,Paid,East
INV3990,Cisco,IT Hardware,Finance,2025-08-22,18026,Paid,North
INV3991,HP,Office Supplies,Operations,2025-11-15,43282,Pending,West
INV3992,Wipro,Office Supplies,Marketing,2024-11-15,10971,Pending,North
INV3993,HP,Software,HR,2025-10-01,9238,Pending,South
INV3994,Amazon,Office Supplies,Finance,2025-03-04,32562,Paid,South
INV3995,Oracle,Logistics,Finance,2025-09-08,19117,Pending,East
INV3996,Microsoft,Office Supplies,Operations,2024-09-22,36737,Paid,North
INV3997,Wipro,Consulting,IT,2024-03-28,29822,Pending,East
INV3998,Cisco,Logistics,Finance,2026-01-17,38860,Pending,South
INV3999,Amazon,Consulting,IT,2025-03-03,36890,Pending,South
INV4000,Microsoft,Logistics,Finance,2025-09-17,23787,Paid,North
INV4001,Infosys,Office Supplies,IT,2025-05-19,27750,Pending,South
INV4002,Cisco,Consulting,IT,2025-10-07,36960,Pending,East
INV4003,HP,Software,HR,2025-03-22,45701,Pending,North
INV4004,Dell,Logistics,Marketing,2024-08-21,45558,Paid,West
INV4005,Infosys,Office Supplies,Operations,2024-12-20,22219,Pending,South
INV4006,TCS,Software,Operations,2025-11-11,14087,Pending,East
INV4007,HP,Logistics,HR,2024-12-24,44368,Pending,West
INV4008,Microsoft,Consulting,Operations,2025-08-10,20232,Paid,North
INV4009,Microsoft,IT Hardware,HR,2026-01-29,11758,Pending,West
INV4010,Amazon,Logistics,HR,2025-12-09,10654,Pending,North
INV4011,Dell,Consulting,Marketing,2024-06-02,8827,Paid,East
INV4012,Lenovo,IT Hardware,Operations,2024-06-05,4050,Paid,South
INV4013,Microsoft,Software,Operations,2025-11-05,23287,Pending,West
INV4014,Infosys,IT Hardware,Operations,2025-06-13,39265,Paid,East
INV4015,Lenovo,Office Supplies,Finance,2024-05-13,28526,Pending,East
INV4016,TCS,Consulting,Finance,2024-11-25,43178,Pending,East
INV4017,Infosys,Office Supplies,Marketing,2025-09-05,3769,Pending,North
INV4018,Infosys,Office Supplies,HR,2025-08-18,24668,Pending,East
INV4019,Amazon,IT Hardware,Finance,2025-03-06,47208,Pending,South
INV4020,Lenovo,Software,Marketing,2024-08-04,32748,Pending,North
INV4021,Amazon,Office Supplies,HR,2025-02-05,2313,Paid,West
INV4022,TCS,Software,IT,2024-12-22,13755,Pending,North
INV4023,Cisco,IT Hardware,IT,2026-01-20,39345,Paid,North
INV4024,Cisco,Consulting,Operations,2025-05-27,28314,Pending,North
INV4025,Infosys,Logistics,Operations,2024-11-03,18345,Paid,West
INV4026,Infosys,IT Hardware,Finance,2025-05-21,34898,Pending,South
INV4027,Dell,Office Supplies,Marketing,2025-09-20,24292,Paid,West
INV4028,HP,Software,Finance,2024-06-08,12963,Pending,North
INV4029,Wipro,Software,IT,2025-08-16,10822,Pending,South
INV4030,HP,Software,Operations,2025-03-03,30702,Paid,North
INV4031,Microsoft,Consulting,Operations,2025-08-10,45943,Pending,West
INV4032,Wipro,Consulting,IT,2024-05-21,25128,Paid,North
INV4033,Dell,Office Supplies,Marketing,2024-05-29,47909,Pending,East
INV4034,Oracle,Consulting,Operations,2025-02-14,9890,Pending,South
INV4035,Microsoft,Consulting,Operations,2024-11-04,29641,Paid,East
INV4036,Cisco,Office Supplies,IT,2025-05-06,15312,Pending,North
INV4037,Amazon,Software,Finance,2024-06-22,49856,Paid,East
INV4038,Cisco,IT Hardware,Finance,2025-03-03,4762,Paid,West
INV4039,Amazon,IT Hardware,HR,2024-12-05,38828,Paid,West
INV4040,Microsoft,IT Hardware,IT,2024-06-11,9612,Pending,East
INV4041,Dell,Consulting,Marketing,2024-11-19,34388,Pending,East
INV4042,Infosys,IT Hardware,HR,2025-06-07,30118,Pending,South
INV4043,Cisco,Software,HR,2024-05-19,40553,Pending,South
INV4044,TCS,IT Hardware,IT,2026-02-09,32410,Pending,West
INV4045,TCS,Consulting,HR,2024-11-15,32456,Pending,West
INV4046,TCS,Logistics,IT,2025-11-25,20269,Pending,West
INV4047,Amazon,IT Hardware,IT,2025-07-12,47316,Paid,West
INV4048,HP,Consulting,IT,2025-12-22,43239,Paid,South
INV4049,Cisco,IT Hardware,HR,2024-06-27,20725,Pending,East
INV4050,HP,Software,HR,2024-06-06,37657,Pending,North
INV4051,HP,Software,HR,2024-12-13,9974,Pending,North
INV4052,Dell,Logistics,Operations,2024-05-28,36386,Paid,North
INV4053,Dell,Office Supplies,Marketing,2025-01-25,6924,Pending,East
INV4054,Cisco,Software,IT,2025-04-13,26149,Pending,East
INV4055,Dell,Software,IT,2024-06-19,49770,Paid,North
INV4056,Wipro,IT Hardware,IT,2025-03-10,20073,Pending,West
INV4057,Oracle,Consulting,IT,2024-07-07,26318,Pending,North
INV4058,Infosys,Software,Marketing,2024-11-15,9294,Pending,North
INV4059,HP,IT Hardware,HR,2025-12-20,44119,Pending,West
INV4060,HP,Logistics,IT,2024-04-01,5761,Pending,East
INV4061,Microsoft,Logistics,Marketing,2025-04-10,16787,Pending,East
INV4062,Infosys,Software,HR,2024-09-29,15767,Pending,West
INV4063,Dell,Consulting,IT,2024-11-10,22858,Paid,East
INV4064,Wipro,IT Hardware,Finance,2025-09-09,1234,Pending,North
INV4065,Cisco,IT Hardware,Operations,2024-11-04,12778,Pending,West
INV4066,Cisco,Office Supplies,Marketing,2026-03-12,1498,Paid,North
INV4067,Amazon,Logistics,HR,2024-05-24,17365,Paid,North
INV4068,Wipro,Consulting,HR,2024-06-26,11426,Pending,North
INV4069,Wipro,IT Hardware,Finance,2025-03-26,13461,Pending,East
INV4070,Lenovo,Logistics,Operations,2026-02-23,21959,Pending,East
INV4071,HP,Logistics,IT,2024-05-17,14928,Pending,East
INV4072,Microsoft,Logistics,Operations,2025-05-25,47289,Paid,North
INV4073,Wipro,Software,HR,2025-11-22,41078,Paid,West
INV4074,Amazon,Office Supplies,IT,2025-04-20,33097,Paid,North
INV4075,Cisco,Office Supplies,Marketing,2024-06-27,33090,Pending,South
INV4076,HP,Consulting,Marketing,2024-11-03,45053,Paid,North
INV4077,Cisco,Consulting,Marketing,2024-03-16,31693,Pending,South
INV4078,Amazon,Software,HR,2024-04-10,49354,Paid,East
INV4079,Wipro,IT Hardware,HR,2025-12-06,2046,Pending,East
INV4080,Dell,IT Hardware,Operations,2025-02-01,39975,Pending,North
INV4081,Cisco,IT Hardware,Finance,2025-07-30,39340,Pending,South
INV4082,Cisco,Office Supplies,Finance,2024-07-12,43302,Paid,North
INV4083,Infosys,Consulting,IT,2025-02-19,1054,Paid,North
INV4084,Amazon,IT Hardware,HR,2025-06-11,28774,Pending,South
INV4085,Cisco,Logistics,HR,2024-04-18,43134,Paid,North
INV4086,Cisco,Consulting,HR,2025-10-15,7795,Paid,North
INV4087,HP,Software,HR,2024-03-30,33195,Paid,West
INV4088,Amazon,IT Hardware,HR,2024-04-25,35637,Pending,North
INV4089,Oracle,Consulting,IT,2025-04-22,6597,Pending,East
INV4090,Amazon,Logistics,Marketing,2026-01-10,38381,Pending,East
INV4091,Amazon,Office Supplies,HR,2024-04-09,46289,Pending,North
INV4092,Amazon,Consulting,Marketing,2024-04-11,11953,Paid,West
INV4093,Infosys,IT Hardware,Operations,2025-03-07,3603,Paid,North
INV4094,HP,IT Hardware,IT,2025-08-29,21730,Paid,North
INV4095,Amazon,Office Supplies,Operations,2024-09-27,23421,Paid,North
INV4096,TCS,Logistics,Operations,2024-10-01,45372,Paid,South
INV4097,Microsoft,Logistics,Operations,2024-09-19,27813,Paid,East
INV4098,Cisco,Logistics,Marketing,2025-04-20,19343,Pending,South
INV4099,Dell,Software,Finance,2025-03-06,29812,Paid,South
INV4100,Lenovo,IT Hardware,Operations,2026-01-14,41043,Pending,North
INV4101,Infosys,Logistics,Marketing,2024-05-31,36597,Pending,West
INV4102,Infosys,Consulting,Finance,2024-07-08,3999,Pending,East
INV4103,HP,Logistics,Marketing,2025-04-24,17080,Paid,South
INV4104,TCS,Software,Marketing,2024-05-02,12233,Paid,South
INV4105,Dell,Software,HR,2025-09-21,47785,Paid,East
INV4106,HP,IT Hardware,Operations,2025-01-23,7059,Paid,West
INV4107,Wipro,IT Hardware,IT,2024-04-12,8415,Paid,East
INV4108,Oracle,Software,HR,2024-05-28,13154,Paid,North
INV4109,HP,Consulting,IT,2025-10-17,34391,Pending,North
INV4110,HP,Office Supplies,Marketing,2026-01-17,44172,Paid,East
INV4111,Microsoft,IT Hardware,Operations,2024-07-07,3043,Pending,West
INV4112,Microsoft,Office Supplies,Marketing,2025-03-20,26351,Pending,South
INV4113,Oracle,Consulting,Operations,2024-12-29,11166,Paid,West
INV4114,Infosys,Software,HR,2025-11-13,35018,Paid,West
INV4115,Cisco,Software,HR,2026-02-09,41691,Paid,West
INV4116,Oracle,Software,HR,2025-05-03,28465,Paid,North
INV4117,Oracle,IT Hardware,Finance,2026-01-13,11721,Paid,North
INV4118,Oracle,Logistics,Finance,2025-03-11,20954,Pending,South
INV4119,Amazon,Logistics,Operations,2025-12-26,798,Pending,East
INV4120,Cisco,Software,Marketing,2024-05-07,43277,Paid,North
INV4121,Amazon,Software,IT,2024-06-04,992,Pending,West
INV4122,TCS,IT Hardware,IT,2024-08-10,18079,Pending,West
INV4123,HP,Office Supplies,HR,2026-01-07,45605,Pending,South
INV4124,Microsoft,Logistics,Operations,2025-04-23,17893,Pending,East
INV4125,Microsoft,IT Hardware,HR,2025-03-08,7788,Paid,West
INV4126,Cisco,IT Hardware,Marketing,2025-05-11,46689,Paid,North
INV4127,Cisco,Consulting,Marketing,2025-08-23,44199,Paid,South
INV4128,HP,Office Supplies,IT,2025-01-15,6112,Pending,North
INV4129,Cisco,Logistics,IT,2024-10-16,29359,Paid,East
INV4130,Lenovo,IT Hardware,Finance,2026-02-22,44154,Paid,East
INV4131,Lenovo,Consulting,HR,2026-02-10,31033,Pending,North
INV4132,Infosys,Software,IT,2024-09-06,9029,Paid,South
INV4133,Wipro,Logistics,IT,2025-05-01,10873,Paid,East
INV4134,Infosys,Software,Operations,2024-12-22,26097,Pending,East
INV4135,Lenovo,IT Hardware,HR,2024-08-19,36852,Pending,West
INV4136,Dell,Software,Marketing,2024-07-28,37917,Paid,North
INV4137,Microsoft,Logistics,IT,2024-12-30,22301,Pending,South
INV4138,Amazon,Office Supplies,Operations,2025-04-28,45010,Paid,West
INV4139,Amazon,Logistics,IT,2025-03-20,44457,Pending,East
INV4140,Microsoft,Office Supplies,Operations,2025-07-07,22428,Paid,South
INV4141,TCS,Software,IT,2025-11-18,25484,Pending,North
INV4142,Cisco,Consulting,Finance,2025-12-02,35273,Paid,West
INV4143,HP,Office Supplies,IT,2025-07-25,36825,Pending,East
INV4144,Amazon,IT Hardware,Marketing,2025-08-01,22158,Pending,South
INV4145,Cisco,Office Supplies,Operations,2025-11-12,33372,Paid,West
INV4146,TCS,Logistics,Marketing,2026-01-12,26466,Pending,East
INV4147,Infosys,Software,IT,2025-02-11,34580,Pending,South
INV4148,Cisco,Office Supplies,Operations,2025-10-16,7415,Paid,West
INV4149,Lenovo,Logistics,Finance,2026-02-06,7537,Pending,North
INV4150,Lenovo,Software,IT,2025-11-09,15871,Pending,West
INV4151,Amazon,Logistics,Operations,2025-05-17,19892,Paid,West
INV4152,Lenovo,Office Supplies,HR,2026-03-12,11693,Pending,South
INV4153,Lenovo,Office Supplies,Operations,2024-03-29,36697,Paid,East
INV4154,Oracle,Logistics,HR,2024-12-19,46396,Pending,West
INV4155,Infosys,Logistics,Marketing,2024-04-15,30066,Paid,West
INV4156,Dell,Logistics,HR,2025-11-04,23923,Pending,North
INV4157,Oracle,Software,Marketing,2024-12-30,9248,Pending,West
INV4158,Cisco,Consulting,Operations,2025-06-07,8834,Pending,West
INV4159,Dell,Consulting,HR,2024-06-09,7256,Paid,North
INV4160,Cisco,Consulting,Operations,2025-05-20,37341,Pending,North
INV4161,Dell,Consulting,Operations,2024-12-01,29280,Pending,West
INV4162,Infosys,Software,Operations,2025-12-23,32814,Paid,East
INV4163,Microsoft,IT Hardware,Marketing,2025-10-16,45110,Pending,East
INV4164,Wipro,Office Supplies,Marketing,2025-02-05,14771,Paid,North
INV4165,Wipro,Logistics,Finance,2025-05-04,9299,Pending,East
INV4166,Lenovo,Software,Operations,2024-04-15,48731,Paid,East
INV4167,Cisco,Consulting,Finance,2024-11-04,34421,Pending,North
INV4168,Microsoft,Logistics,Operations,2025-08-19,8381,Pending,South
INV4169,TCS,Office Supplies,IT,2025-07-08,37097,Paid,North
INV4170,Infosys,Logistics,Finance,2025-07-19,46713,Paid,North
INV4171,Lenovo,Consulting,Marketing,2025-02-11,12421,Paid,East
INV4172,Cisco,Consulting,Finance,2024-05-17,42429,Paid,South
INV4173,Cisco,Software,Operations,2024-07-29,31248,Pending,South
INV4174,Infosys,Logistics,HR,2025-04-29,26229,Pending,North
INV4175,Microsoft,Office Supplies,HR,2024-04-26,21327,Paid,East
INV4176,HP,Office Supplies,Marketing,2025-09-25,34866,Pending,West
INV4177,TCS,Consulting,Finance,2025-05-20,39195,Pending,North
INV4178,Cisco,Software,HR,2024-07-10,11121,Pending,West
INV4179,Amazon,IT Hardware,Operations,2025-04-01,46583,Pending,West
INV4180,Amazon,Consulting,Marketing,2024-09-01,19508,Pending,North
INV4181,Oracle,Consulting,Operations,2026-02-07,20420,Pending,East
INV4182,Amazon,Software,Operations,2025-10-03,48838,Paid,South
INV4183,Oracle,Software,Finance,2025-02-16,34341,Pending,East
INV4184,Oracle,Software,Marketing,2025-05-21,29399,Paid,South
INV4185,HP,Consulting,HR,2024-08-13,27502,Pending,North
INV4186,Dell,Consulting,HR,2025-02-26,25683,Paid,West
INV4187,Wipro,Office Supplies,IT,2024-12-19,36874,Paid,South
INV4188,Cisco,IT Hardware,Finance,2024-05-23,5225,Paid,West
INV4189,Wipro,IT Hardware,Finance,2024-05-06,38411,Pending,East
INV4190,Dell,Logistics,IT,2024-05-24,34799,Paid,West
INV4191,Infosys,IT Hardware,HR,2025-11-08,47716,Pending,West
INV4192,Dell,IT Hardware,HR,2024-06-02,10307,Pending,South
INV4193,Oracle,Office Supplies,HR,2024-08-29,1911,Pending,South
INV4194,Microsoft,IT Hardware,IT,2024-08-22,26317,Pending,South
INV4195,TCS,Consulting,HR,2026-01-31,26889,Paid,North
INV4196,Oracle,Office Supplies,Finance,2025-12-23,21125,Pending,South
INV4197,Amazon,Logistics,Finance,2024-12-21,27892,Paid,West
INV4198,Dell,Office Supplies,IT,2024-12-21,11893,Pending,North
INV4199,Microsoft,Software,HR,2026-01-03,20364,Paid,West
INV4200,Wipro,Consulting,HR,2025-11-01,6847,Pending,North
INV4201,Wipro,IT Hardware,Finance,2025-04-29,36561,Pending,East
INV4202,Infosys,Consulting,Operations,2025-03-24,49358,Paid,East
INV4203,TCS,Software,Marketing,2025-07-15,1416,Pending,South
INV4204,Cisco,Logistics,Operations,2025-08-28,40764,Pending,North
INV4205,Cisco,Office Supplies,Marketing,2024-03-18,36097,Paid,North
INV4206,TCS,Logistics,IT,2024-08-17,11945,Pending,North
INV4207,Infosys,Logistics,Finance,2025-06-13,5515,Pending,South
INV4208,TCS,Consulting,HR,2026-01-25,27952,Pending,North
INV4209,Wipro,Software,Finance,2025-12-20,5534,Pending,East
INV4210,Microsoft,Logistics,HR,2025-11-24,24109,Paid,West
INV4211,Cisco,IT Hardware,Finance,2024-05-24,37889,Pending,West
INV4212,Cisco,Office Supplies,Finance,2024-07-18,43455,Paid,South
INV4213,HP,Consulting,HR,2024-09-17,45021,Pending,West
INV4214,Lenovo,Consulting,HR,2025-12-19,35417,Paid,South
INV4215,Dell,Consulting,Finance,2024-05-18,37052,Paid,East
INV4216,Microsoft,Consulting,Marketing,2024-03-25,40545,Pending,North
INV4217,Microsoft,IT Hardware,Marketing,2024-11-05,11312,Pending,West
INV4218,Lenovo,Office Supplies,Finance,2024-09-08,9515,Pending,North
INV4219,Microsoft,IT Hardware,Marketing,2024-12-31,9015,Paid,West
INV4220,Amazon,Logistics,IT,2025-10-11,43790,Pending,West
INV4221,TCS,IT Hardware,IT,2025-03-20,17542,Paid,North
INV4222,Infosys,Office Supplies,Marketing,2025-03-03,6250,Paid,East
INV4223,Cisco,Software,Marketing,2024-09-18,33164,Paid,North
INV4224,Lenovo,Consulting,HR,2025-05-06,37450,Paid,West
INV4225,Amazon,IT Hardware,Marketing,2025-03-15,40020,Paid,West
INV4226,Lenovo,IT Hardware,Finance,2025-07-19,30662,Pending,South
INV4227,Oracle,Logistics,Marketing,2025-01-13,25842,Paid,West
INV4228,Dell,Software,IT,2024-05-12,35511,Paid,East
INV4229,TCS,Logistics,Marketing,2025-11-03,19522,Pending,North
INV4230,TCS,Software,HR,2024-11-02,48601,Pending,East
INV4231,Lenovo,Office Supplies,Finance,2026-02-18,4730,Pending,South
INV4232,Microsoft,Software,Finance,2025-06-12,47348,Paid,South
INV4233,Amazon,Office Supplies,IT,2024-12-09,6641,Paid,West
INV4234,Lenovo,Software,IT,2025-02-15,46878,Pending,West
INV4235,Microsoft,Logistics,Operations,2024-12-14,21511,Pending,East
INV4236,TCS,Consulting,Finance,2025-09-06,38308,Paid,North
INV4237,Microsoft,Consulting,IT,2024-03-16,25338,Paid,North
INV4238,HP,Office Supplies,Marketing,2024-03-27,20510,Pending,North
INV4239,HP,Software,Operations,2024-09-16,35207,Pending,East
INV4240,Wipro,Software,IT,2025-12-18,42652,Paid,West
INV4241,HP,Office Supplies,HR,2025-06-09,45620,Paid,North
INV4242,Wipro,Consulting,Operations,2024-12-13,34123,Pending,East
INV4243,Infosys,IT Hardware,Operations,2025-01-19,45063,Pending,North
INV4244,Oracle,IT Hardware,Finance,2024-04-27,24200,Pending,North
INV4245,Oracle,Logistics,IT,2024-08-05,26976,Paid,North
INV4246,HP,Software,Finance,2024-10-13,38438,Paid,South
INV4247,Wipro,Logistics,Finance,2025-04-05,27519,Pending,North
INV4248,Dell,Office Supplies,Operations,2025-07-12,19117,Paid,North
INV4249,Lenovo,IT Hardware,Marketing,2024-11-15,41846,Paid,North
INV4250,TCS,Office Supplies,HR,2024-10-29,39932,Pending,North
INV4251,Infosys,IT Hardware,Finance,2024-04-28,25192,Pending,North
INV4252,Cisco,IT Hardware,Operations,2025-04-03,13673,Pending,South
INV4253,Infosys,Logistics,IT,2024-07-21,44359,Paid,West
INV4254,Amazon,Logistics,HR,2025-02-12,14727,Paid,East
INV4255,Cisco,Office Supplies,Operations,2024-07-13,21829,Paid,North
INV4256,Microsoft,IT Hardware,Operations,2025-01-17,16194,Pending,East
INV4257,Amazon,Consulting,IT,2024-04-08,29015,Pending,East
INV4258,Amazon,IT Hardware,HR,2024-07-16,14691,Paid,South
INV4259,Infosys,Consulting,Operations,2025-06-20,1770,Pending,East
INV4260,Amazon,Logistics,IT,2025-12-03,10715,Pending,West
INV4261,Oracle,Consulting,HR,2024-06-28,41786,Paid,East
INV4262,Cisco,Logistics,Operations,2024-07-12,11925,Paid,North
INV4263,Microsoft,Consulting,HR,2024-07-23,4002,Pending,North
INV4264,Amazon,Consulting,Operations,2025-07-22,41159,Pending,South
INV4265,TCS,Consulting,Marketing,2025-07-27,14938,Paid,South
INV4266,Amazon,Office Supplies,IT,2024-10-02,15142,Paid,West
INV4267,HP,Logistics,HR,2025-01-02,5775,Paid,North
INV4268,Wipro,Consulting,HR,2025-09-18,5651,Pending,East
INV4269,Oracle,IT Hardware,Marketing,2025-08-17,31187,Paid,West
INV4270,Microsoft,Office Supplies,Finance,2024-09-16,43416,Pending,East
INV4271,Wipro,Logistics,IT,2026-02-21,36042,Paid,West
INV4272,Wipro,Office Supplies,Operations,2024-05-18,39729,Paid,East
INV4273,HP,IT Hardware,IT,2026-01-06,15248,Paid,East
INV4274,Amazon,Software,Marketing,2025-03-24,1660,Paid,East
INV4275,Oracle,IT Hardware,IT,2024-07-31,4016,Pending,West
INV4276,Dell,Office Supplies,IT,2025-09-24,15019,Pending,West
INV4277,Cisco,Consulting,Marketing,2024-08-03,35986,Pending,South
INV4278,Wipro,Office Supplies,HR,2024-11-05,9249,Paid,East
INV4279,Amazon,Consulting,Operations,2025-09-22,2871,Pending,West
INV4280,Oracle,Office Supplies,IT,2024-06-26,42714,Pending,South
INV4281,Infosys,IT Hardware,Marketing,2025-11-09,27381,Paid,West
INV4282,Oracle,Consulting,IT,2024-03-27,12553,Pending,South
INV4283,Wipro,Consulting,HR,2024-11-30,27634,Paid,East
INV4284,TCS,Logistics,Operations,2025-07-17,14180,Pending,South
INV4285,Oracle,Logistics,HR,2024-12-18,31793,Pending,West
INV4286,Dell,Software,Marketing,2024-05-14,5609,Paid,North
INV4287,Amazon,Office Supplies,IT,2025-03-01,25896,Pending,South
INV4288,Dell,IT Hardware,IT,2025-12-28,33218,Paid,North
INV4289,Infosys,Software,HR,2025-12-14,9416,Paid,North
INV4290,Dell,Software,Marketing,2024-04-14,29461,Paid,West
INV4291,Lenovo,IT Hardware,Marketing,2024-07-25,6430,Pending,West
INV4292,Microsoft,Office Supplies,Finance,2024-09-17,17935,Pending,East
INV4293,HP,IT Hardware,IT,2025-03-14,34008,Paid,South
INV4294,Oracle,Software,Operations,2025-11-07,34951,Pending,South
INV4295,Oracle,Consulting,HR,2025-12-13,17891,Paid,West
INV4296,Wipro,Logistics,Finance,2025-05-19,48339,Paid,West
INV4297,Oracle,Office Supplies,HR,2025-08-18,30259,Pending,West
INV4298,Oracle,Logistics,Marketing,2025-11-15,837,Paid,North
INV4299,Dell,IT Hardware,IT,2026-03-10,33078,Paid,North
INV4300,Lenovo,Logistics,IT,2025-02-11,29945,Pending,West
INV4301,HP,Software,IT,2024-10-11,17957,Paid,South
INV4302,Infosys,Consulting,IT,2024-03-25,11153,Paid,South
INV4303,Wipro,Logistics,Marketing,2025-08-30,42499,Pending,South
INV4304,Lenovo,IT Hardware,HR,2026-01-11,31678,Pending,North
INV4305,Wipro,IT Hardware,Marketing,2025-07-11,30750,Pending,North
INV4306,Dell,Software,Marketing,2025-11-16,47906,Pending,South
INV4307,Amazon,IT Hardware,HR,2025-06-24,1477,Pending,South
INV4308,Dell,IT Hardware,HR,2025-01-04,44491,Paid,West
INV4309,Infosys,Software,Finance,2024-06-15,16902,Pending,North
INV4310,Dell,Logistics,HR,2025-01-02,49796,Paid,North
INV4311,Dell,Logistics,Operations,2025-12-01,21060,Paid,West
INV4312,Amazon,IT Hardware,Finance,2025-01-04,45166,Paid,East
INV4313,Amazon,Logistics,Operations,2024-03-23,26490,Pending,South
INV4314,Infosys,Consulting,Operations,2025-03-01,19452,Pending,South
INV4315,Lenovo,Logistics,Marketing,2025-03-09,13641,Pending,North
INV4316,Dell,IT Hardware,HR,2025-03-06,48121,Paid,North
INV4317,TCS,IT Hardware,IT,2025-03-03,26052,Paid,East
INV4318,Infosys,Consulting,HR,2025-08-12,3837,Paid,East
INV4319,Wipro,Office Supplies,HR,2024-07-08,26507,Paid,South
INV4320,Lenovo,IT Hardware,IT,2024-06-22,32827,Paid,West
INV4321,Dell,IT Hardware,Operations,2024-11-12,32338,Pending,West
INV4322,HP,Office Supplies,Marketing,2024-05-19,48957,Paid,West
INV4323,Amazon,Logistics,Finance,2026-02-06,10579,Paid,East
INV4324,Cisco,IT Hardware,Finance,2025-09-06,15661,Pending,North
INV4325,Oracle,IT Hardware,HR,2025-11-10,36032,Pending,North
INV4326,Cisco,Logistics,Finance,2025-11-23,18549,Pending,North
INV4327,HP,Logistics,IT,2025-12-09,19968,Paid,West
INV4328,Lenovo,Software,Finance,2026-02-15,15982,Pending,West
INV4329,Wipro,Office Supplies,Finance,2024-05-11,6650,Pending,North
INV4330,Dell,Logistics,Marketing,2024-11-24,2221,Pending,North
INV4331,HP,Logistics,Finance,2026-01-06,25870,Pending,North
INV4332,Oracle,IT Hardware,Marketing,2025-02-25,3527,Pending,South
INV4333,TCS,Office Supplies,Finance,2024-04-17,45685,Pending,West
INV4334,Wipro,Logistics,IT,2025-09-21,38642,Pending,South
INV4335,HP,Software,Operations,2025-08-20,29584,Pending,East
INV4336,Cisco,Logistics,IT,2026-01-02,42773,Pending,East
INV4337,Amazon,Logistics,Marketing,2024-06-22,38758,Paid,South
INV4338,Oracle,Consulting,Finance,2025-04-23,33853,Pending,East
INV4339,Oracle,IT Hardware,Operations,2025-01-29,43033,Paid,North
INV4340,HP,Logistics,IT,2025-10-29,33345,Pending,East
INV4341,Wipro,Consulting,IT,2024-05-28,612,Paid,North
INV4342,Microsoft,Software,Operations,2024-08-30,36746,Paid,West
INV4343,Dell,Logistics,Operations,2025-10-11,21910,Paid,East
INV4344,Cisco,Consulting,Marketing,2025-10-05,39241,Pending,West
INV4345,Dell,Consulting,Finance,2025-10-03,26925,Pending,East
INV4346,Cisco,IT Hardware,Marketing,2026-01-26,35145,Paid,South
INV4347,Lenovo,Consulting,Finance,2024-12-17,11919,Paid,East
INV4348,Cisco,Office Supplies,Finance,2026-01-26,25389,Paid,West
INV4349,Lenovo,Consulting,Operations,2024-12-27,17555,Paid,South
INV4350,Cisco,Consulting,IT,2026-03-11,38646,Pending,North
INV4351,Amazon,Logistics,Marketing,2025-02-28,33831,Pending,West
INV4352,Infosys,IT Hardware,IT,2025-05-05,20510,Paid,West
